barcodes,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA-DR,IgD,IgG1-K-Isotype-Control,IgM,KLRG1,TCR-Va24-Ja18,TCR-Va7.2,TCR-a/b,TCR-g/d
19601ea44f8711eb841542010a19c80f,4,6,206,5,0,279,13,5,93,0,3,58,5,0,9,1,1,3,1,0,10,0,1,23,12,25,7,7,40,6,1,17,1,21,11,65,0,55,0,0,3,8,8,0,9,37
19601efe4f8711eb841542010a19c80f,7,2,291,5,4,164,11,8,142,0,6,12,3,2,26,4,4,9,1,7,23,1,1,24,2,81,1,16,42,11,0,4,2,27,11,16,4,87,1,2,7,15,2,0,10,48
19601f4e4f8711eb841542010a19c80f,1,0,8,28,0,4,3,9,25,4,460,7,17,117,215,16,3,16,1,1,17,1,1,10,15,8,42,421,8,11,0,10,5,3,24,11,3,398,32,3,254,15,4,0,14,249
19601fa84f8711eb841542010a19c80f,3,1,82,7,1,114,7,3,39,2,4,9,7,1,17,3,2,3,2,7,11,2,5,19,4,7,3,15,11,6,4,6,5,8,13,16,2,28,2,1,3,20,4,0,15,32
196020164f8711eb841542010a19c80f,0,1,3,0,14,7,4,7,6,1,4,16,11,2,12,4,5,37,10,20,288,2,0,13,0,297,3,10,183,5,1,6,5,3,13,160,3,5,2,1,2,22,6,0,47,54
196020704f8711eb841542010a19c80f,1,0,0,1,11,4,5,39,10,2,6,3,11,1,23,1,2,49,5,4,591,2,1,64,0,244,3,72,23,6,10,9,8,0,7,15,1,11,0,1,9,10,5,0,273,36
196020ca4f8711eb841542010a19c80f,3,0,1,28,1,5,4,7,5,29,434,4,7,141,62,0,4,3,0,3,21,1,2,144,12,2,86,149,14,8,1,94,6,9,18,25,2,792,43,1,56,12,4,0,9,195
196021244f8711eb841542010a19c80f,1,0,1,0,3,3,1,2,6,0,6,13,6,0,3,7,0,57,6,5,296,0,1,4,1,138,6,13,123,4,5,2,2,0,6,58,0,5,1,1,2,10,5,23,41,28
1960217e4f8711eb841542010a19c80f,3,0,2,0,6,4,7,8,5,0,7,4,18,0,17,4,2,89,12,3,690,1,2,86,0,191,2,260,7,5,0,2,4,0,7,11,0,3,0,1,4,11,6,1,288,34
196021d84f8711eb841542010a19c80f,8,1,2,1,7,2,3,4,9,0,8,7,13,1,11,3,5,69,6,5,332,2,1,27,0,208,3,119,17,2,1,5,6,0,19,14,4,5,0,2,1,14,8,0,104,47
196022324f8711eb841542010a19c80f,2,0,3,0,3,5,5,8,5,0,1,4,3,2,7,1,1,30,4,1,90,0,0,23,0,9,4,152,13,4,1,0,7,1,227,4,2,4,0,0,2,20,3,1,22,25
1960228c4f8711eb841542010a19c80f,3,6,408,11,2,408,16,7,237,1,7,82,11,0,21,1,4,2,1,4,17,2,7,92,14,90,22,20,51,9,3,6,4,72,17,91,5,454,1,1,3,17,11,0,10,66
196022dc4f8711eb841542010a19c80f,17,1,1,20,2,6,3,3,11,14,356,0,11,64,162,0,6,3,1,3,8,0,3,79,4,1,29,438,10,5,1,7,2,4,6,8,3,126,88,4,745,27,2,0,16,91
196023364f8711eb841542010a19c80f,3,0,0,0,4,5,5,3,10,1,8,3,14,3,10,1,2,56,7,3,290,2,1,60,0,305,2,87,14,6,1,1,1,0,10,21,2,4,0,2,4,13,4,0,94,29
196023864f8711eb841542010a19c80f,3,0,4,4,2,6,6,3,8,10,460,7,11,46,30,3,3,4,1,4,11,2,2,47,15,2,64,152,11,6,0,59,7,8,7,10,2,823,55,2,29,8,3,0,26,67
196024124f8711eb841542010a19c80f,56,0,6,105,0,5,5,5,9,14,484,5,10,63,448,2,1,1,0,3,10,1,1,313,7,2,52,241,9,4,1,50,1,2,14,2,2,153,90,4,24,9,3,0,9,171
196024804f8711eb841542010a19c80f,2,0,3,0,20,4,6,1,6,1,5,3,14,0,7,0,2,98,6,2,261,0,0,11,1,5,5,710,14,4,3,0,8,1,350,7,2,5,0,1,3,10,6,0,87,47
196024d04f8711eb841542010a19c80f,4,0,8,2,2,4,3,4,8,0,5,7,7,1,17,1,0,21,4,6,123,0,2,27,0,141,4,69,9,5,3,1,5,3,10,6,3,6,0,3,2,9,6,1,23,34
196025344f8711eb841542010a19c80f,4,0,2,4,8,3,3,4,4,0,9,7,5,0,9,0,3,24,4,5,381,0,3,6,0,2,3,144,23,3,3,0,14,0,308,35,3,6,0,0,3,89,7,1,87,65
1960258e4f8711eb841542010a19c80f,0,1,3,0,11,11,3,3,2,2,4,5,14,3,19,0,3,58,9,7,483,0,2,45,0,233,1,279,16,3,1,2,2,1,13,9,2,3,0,0,0,16,7,0,130,43
196025f24f8711eb841542010a19c80f,1,3,11,2,13,6,2,5,7,1,6,5,10,2,28,1,3,52,3,6,468,1,2,95,0,169,5,340,8,2,4,2,4,0,16,10,4,9,0,1,1,21,2,0,185,38
196026424f8711eb841542010a19c80f,3,1,7,2,0,3,3,13,5,1,4,5,4,2,16,1,2,5,3,3,188,0,10,4,2,7,6,766,10,6,0,10,4,1,42,83,0,24,0,1,4,345,3,1,67,42
1960269c4f8711eb841542010a19c80f,7,0,4,1,36,5,0,6,4,2,5,9,3,0,21,5,2,47,3,53,270,0,7,4,0,4,1,18,222,5,1,3,6,1,480,65,6,5,0,1,3,16,3,0,29,41
196026f64f8711eb841542010a19c80f,3,0,2,2,4,8,5,4,6,0,6,6,7,0,11,1,4,15,3,2,79,1,3,16,0,175,3,14,24,3,0,2,9,1,17,19,0,9,0,0,2,15,10,0,27,54
196027464f8711eb841542010a19c80f,12,0,1,60,0,7,2,7,4,21,426,3,5,86,140,26,3,3,0,6,13,2,1,141,5,3,39,254,4,4,0,6,8,1,19,4,1,229,229,1,96,4,5,0,11,358
196027964f8711eb841542010a19c80f,2,0,0,16,0,4,0,7,4,9,317,4,7,60,62,3,0,6,0,4,23,1,2,40,10,5,39,81,5,6,1,9,7,2,14,4,7,187,11,1,19,8,9,1,15,53
196027f04f8711eb841542010a19c80f,0,0,4,31,3,8,4,2,5,9,439,8,8,88,52,2,0,5,2,5,14,3,2,50,11,5,73,240,6,7,3,55,4,6,9,2,4,327,65,1,19,20,3,0,11,84
196028404f8711eb841542010a19c80f,4,2,29,0,0,2,10,874,4,0,3,6,6,0,15,0,1,2,0,3,11,1,4,138,0,5,1,349,9,13,0,0,5,2,12,15,5,6,2,3,5,114,4,0,13,34
196028904f8711eb841542010a19c80f,2,0,1,3,0,0,2,9,2,0,6,4,9,0,7,0,2,10,1,8,101,0,1,11,1,129,6,180,5,3,0,2,1,0,7,6,2,5,0,0,2,18,4,0,39,36
196028ea4f8711eb841542010a19c80f,3,0,2,0,20,4,3,0,5,1,5,1,16,0,15,2,0,26,4,3,522,2,1,65,0,266,7,211,3,1,2,3,2,0,13,17,0,5,1,0,3,4,3,0,94,19
1960294e4f8711eb841542010a19c80f,1,0,3,1,10,5,3,7,4,0,5,24,7,2,10,6,2,34,2,2,139,3,5,18,0,207,2,109,7,4,0,5,4,2,8,12,1,5,0,0,6,15,6,0,12,40
1960299e4f8711eb841542010a19c80f,1,0,3,0,3,4,4,3,1,0,3,5,5,1,14,0,3,21,3,7,62,0,0,29,1,174,4,98,8,7,0,1,4,0,13,4,1,9,0,0,2,19,5,0,18,28
196029f84f8711eb841542010a19c80f,4,1,4,5,4,9,2,10,14,0,17,6,7,5,22,1,3,7,0,9,20,0,3,9,0,26,9,11,38,14,1,7,6,1,19,9,4,24,1,2,4,33,6,0,8,52
19602a5c4f8711eb841542010a19c80f,4,0,1,1,13,7,5,5,1,1,1,1,11,5,11,4,2,32,7,6,336,0,2,44,0,243,4,176,7,4,1,3,2,0,8,6,0,16,2,1,3,19,3,0,93,32
19602ab64f8711eb841542010a19c80f,1,0,2,2,9,2,6,3,7,0,3,2,12,0,7,1,4,17,1,6,67,0,0,2,0,133,0,19,23,2,0,2,3,6,8,18,0,8,0,0,1,19,0,0,14,34
19602b064f8711eb841542010a19c80f,1,1,3,2,0,5,2,6,2,0,13,37,9,1,5,3,3,9,16,365,318,1,3,8,1,290,3,19,268,7,0,4,0,4,9,157,2,8,1,2,1,17,4,3,128,32
19602b604f8711eb841542010a19c80f,3,8,557,4,1,222,29,5,369,0,7,42,3,2,20,6,3,0,0,7,13,1,4,49,8,56,28,10,66,5,4,15,7,56,14,29,0,238,2,3,4,23,4,0,17,36
19602bba4f8711eb841542010a19c80f,5,0,0,2,3,6,0,2,0,1,4,3,6,1,18,2,1,19,2,7,300,1,0,63,0,170,7,124,6,4,2,7,0,0,3,20,2,6,0,1,2,5,4,0,90,43
19602c144f8711eb841542010a19c80f,1,0,386,1,2,4,5,948,69,0,5,7,2,0,8,1,3,1,2,3,20,2,5,106,0,15,4,356,7,82,1,0,2,0,15,17,5,2,1,3,2,304,4,1,11,38
19602c6e4f8711eb841542010a19c80f,0,0,1,15,2,3,4,9,2,6,387,11,15,82,185,6,3,1,0,2,6,1,4,87,7,1,36,218,13,3,2,5,4,3,9,5,6,179,46,0,57,7,3,4,5,141
19602cd24f8711eb841542010a19c80f,4,0,3,2,22,9,2,2,11,1,1,8,8,0,10,2,1,21,11,44,71,2,2,7,1,350,3,11,291,3,0,2,2,1,13,190,10,8,0,1,2,21,2,2,29,25
19602d2c4f8711eb841542010a19c80f,4,0,4,8,1,17,2,3,7,16,435,4,7,96,87,2,2,0,0,1,6,0,2,82,17,2,50,150,12,9,1,32,5,1,62,3,2,437,84,2,18,23,3,1,13,131
19602d7c4f8711eb841542010a19c80f,1,0,1,4,10,4,5,3,5,0,6,5,20,1,13,7,1,104,24,4,235,1,3,83,1,238,3,33,40,2,0,11,4,3,10,40,2,3,1,0,4,11,1,0,70,31
19602dd64f8711eb841542010a19c80f,4,2,1,80,1,6,3,11,7,33,476,2,10,187,36,0,0,8,1,2,16,1,0,49,19,2,31,281,4,6,0,25,4,0,14,2,3,188,115,9,55,16,4,0,14,118
19602e3a4f8711eb841542010a19c80f,1,0,1,1,4,3,1,4,5,1,7,1,18,1,12,2,1,53,3,3,296,1,1,82,0,238,3,413,8,2,1,4,6,0,10,1,3,9,1,2,4,11,3,0,26,65
19602e8a4f8711eb841542010a19c80f,1,0,4,0,0,6,1,3,2,0,186,4,8,51,246,0,13,8,0,5,10,0,1,28,7,5,62,277,5,3,0,35,3,1,14,20,1,76,2,1,6,32,4,0,14,114
19602eee4f8711eb841542010a19c80f,2,0,1,7,3,2,0,1,1,5,269,4,9,45,22,0,2,0,0,5,11,0,0,12,6,1,29,180,11,2,0,9,2,1,16,6,2,245,41,1,3,5,3,0,3,67
19602f524f8711eb841542010a19c80f,6,0,5,2,13,7,4,6,4,0,4,3,16,2,13,1,5,24,1,4,219,0,1,12,0,5,3,371,8,2,0,2,2,1,207,5,0,9,1,2,2,6,7,0,27,53
19602fb64f8711eb841542010a19c80f,2,0,3,3,6,2,1,0,4,1,4,2,3,1,5,1,2,0,1,4,24,0,2,4,0,144,3,8,41,2,1,10,2,1,8,20,1,6,1,2,0,13,3,0,4,38
196030104f8711eb841542010a19c80f,3,0,6,24,1,4,2,6,8,1,332,4,11,76,70,3,1,2,2,4,15,3,4,47,3,2,30,191,4,2,1,4,3,2,15,3,2,97,59,2,66,17,8,2,8,140
196030744f8711eb841542010a19c80f,4,2,1,1,12,8,8,5,4,1,3,12,14,2,18,5,4,24,1,4,105,1,2,1,0,194,2,8,124,3,0,2,1,1,14,79,0,8,0,0,4,27,9,0,26,56
196030ce4f8711eb841542010a19c80f,5,0,14,1,1,5,8,7,8,1,6,6,4,0,11,0,1,27,10,33,368,0,30,61,1,6,6,25,428,3,1,1,4,1,304,57,1,46,0,4,3,205,1,0,76,73
196031284f8711eb841542010a19c80f,4,2,5,3,0,5,2,4,14,13,129,8,16,42,116,2,3,3,0,3,12,1,0,19,11,0,52,143,16,5,3,16,4,0,21,0,1,261,97,2,51,15,5,0,12,96
196031824f8711eb841542010a19c80f,9,1,304,2,1,4,4,661,71,0,5,5,13,1,22,1,1,0,0,7,22,2,5,233,1,5,8,430,5,155,3,0,5,0,11,17,2,7,1,2,4,143,3,0,13,43
196031dc4f8711eb841542010a19c80f,2,1,5,3,5,3,2,4,5,1,7,3,6,1,9,0,1,11,1,5,150,0,0,35,1,365,2,160,8,2,0,5,6,0,11,9,3,3,0,2,6,11,4,0,27,44
196032364f8711eb841542010a19c80f,3,1,2,14,3,4,6,3,4,0,1,7,3,2,13,2,2,3,0,2,15,0,2,69,0,3,4,11,22,4,2,1255,5,0,17,9,1,11,0,3,0,23,6,1,18,38
196032904f8711eb841542010a19c80f,4,0,5,0,16,3,1,4,3,0,7,24,7,0,14,0,3,71,2,3,728,1,0,46,1,186,3,287,14,3,1,3,4,1,6,8,3,3,0,0,2,9,3,0,111,42
196032e04f8711eb841542010a19c80f,38,0,2,23,0,2,2,3,2,13,851,8,6,212,232,1,1,3,0,1,10,0,0,485,2,1,62,291,8,6,3,16,3,32,18,27,2,766,88,1,578,16,4,2,12,413
196033304f8711eb841542010a19c80f,2,0,3,2,12,1,2,5,7,1,4,10,11,2,13,2,2,106,2,4,531,1,1,36,0,200,2,72,19,3,2,1,3,0,6,3,3,2,1,1,2,9,8,0,140,52
1960338a4f8711eb841542010a19c80f,2,1,6,1,49,6,3,8,9,2,2,6,5,1,10,3,5,50,2,12,178,1,2,3,0,6,7,28,69,8,1,3,2,2,458,56,5,14,0,4,5,158,6,0,23,38
196033e44f8711eb841542010a19c80f,1,0,6,1,6,4,5,4,3,1,1,4,3,1,6,0,1,25,10,0,261,0,2,58,0,196,2,233,10,0,0,2,5,1,7,9,2,6,0,1,4,11,3,1,101,30
196034344f8711eb841542010a19c80f,9,0,0,14,0,4,3,7,7,30,329,4,9,39,86,1,3,2,1,4,11,1,2,81,4,1,71,392,9,5,3,18,5,1,10,7,28,369,143,1,43,16,2,0,13,101
1960348e4f8711eb841542010a19c80f,5,0,1,44,0,4,3,3,7,15,232,4,3,72,105,1,2,7,0,5,19,0,3,118,17,5,29,404,6,8,0,49,6,2,9,6,0,354,77,1,88,6,7,0,6,241
196034e84f8711eb841542010a19c80f,2,0,2,1,12,3,3,2,7,1,6,9,10,0,10,5,3,30,2,2,110,1,1,3,1,89,3,17,57,5,0,14,5,1,10,34,4,11,0,3,2,74,4,0,30,37
1960354c4f8711eb841542010a19c80f,3,0,2,42,1,4,7,6,8,14,257,7,8,54,50,3,5,6,0,5,13,1,0,127,8,1,30,242,13,6,0,14,8,2,11,8,2,313,54,1,204,15,8,0,15,91
196035a64f8711eb841542010a19c80f,4,2,422,37,5,68,55,4,223,1,1,89,5,1,11,2,0,2,3,4,76,1,14,36,19,14,6,37,32,134,0,11,2,48,305,82,1,452,2,0,1,526,8,16,19,33
196035f64f8711eb841542010a19c80f,4,0,1,1,22,6,6,15,5,1,6,10,5,2,10,8,4,24,6,28,139,1,1,7,0,200,0,27,96,4,5,3,3,0,13,83,6,5,1,0,3,211,4,0,38,35
1960365a4f8711eb841542010a19c80f,1,5,204,7,1,167,13,3,88,3,5,34,8,1,15,0,4,4,0,6,13,1,1,54,5,24,8,23,34,9,1,56,5,34,10,40,0,53,2,0,3,18,1,0,8,48
196036aa4f8711eb841542010a19c80f,2,0,9,4,16,12,4,5,7,1,4,5,6,0,8,1,3,32,2,26,199,1,5,4,1,2,12,33,56,3,0,5,5,1,246,37,2,4,0,2,2,89,4,0,66,50
196036fa4f8711eb841542010a19c80f,4,0,3,1,8,3,5,16,5,0,10,3,8,1,11,5,5,29,2,2,86,0,8,10,0,3,5,37,45,6,0,1,3,1,34,54,3,18,0,0,0,324,5,2,25,41
196037544f8711eb841542010a19c80f,2,1,0,16,1,5,1,9,4,8,680,3,5,116,67,1,4,1,1,5,15,0,3,35,13,11,83,244,5,4,1,26,5,3,22,6,2,223,127,2,69,16,40,0,7,220
196037a44f8711eb841542010a19c80f,3,1,4,0,0,4,8,503,9,0,6,2,4,0,5,1,2,4,1,2,11,1,3,56,0,6,5,206,13,48,2,1,5,1,13,18,0,3,1,0,4,49,2,0,9,31
196038084f8711eb841542010a19c80f,1,0,0,1,1,5,2,0,2,0,10,2,7,1,10,2,0,10,3,3,59,2,0,31,2,120,1,132,9,7,0,2,2,0,19,5,1,5,1,2,0,6,4,0,12,39
196038624f8711eb841542010a19c80f,4,0,8,4,1,32,6,7,20,0,16,11,16,1,29,1,4,4,3,17,22,3,3,11,2,22,8,23,16,9,1,5,4,4,27,7,3,24,1,8,6,26,6,1,27,92
196038b24f8711eb841542010a19c80f,4,0,0,38,0,2,2,1,8,20,695,6,9,52,53,1,1,6,0,4,8,3,1,69,27,2,33,287,17,8,1,8,4,3,13,4,1,703,91,0,46,8,4,1,1,45
1960390c4f8711eb841542010a19c80f,2,0,4,3,1,5,1,23,5,0,8,8,6,1,7,2,2,5,1,3,29,3,2,30,2,126,5,37,21,3,4,15,3,1,7,6,3,3,0,3,2,10,7,0,9,53
1960395c4f8711eb841542010a19c80f,2,1,341,24,0,94,18,2,175,1,4,25,6,2,6,1,0,1,0,6,20,11,1,43,10,24,3,13,40,4,0,29,3,20,8,24,17,69,1,0,3,13,3,0,12,43
196039c04f8711eb841542010a19c80f,6,13,892,82,2,225,32,9,419,0,7,73,13,0,21,0,5,2,0,10,24,1,4,221,14,35,20,30,92,7,1,11,3,149,14,184,10,83,1,0,11,22,9,0,19,71
19603a104f8711eb841542010a19c80f,5,0,3,1,8,3,5,8,8,1,6,9,6,0,19,0,1,32,12,62,173,2,4,4,1,1,5,143,20,8,1,0,5,0,346,71,0,8,1,3,4,209,3,5,97,50
19603a6a4f8711eb841542010a19c80f,15,0,2,76,0,2,7,7,3,12,314,1,4,91,63,2,2,6,1,6,11,0,0,124,15,0,53,569,5,5,0,19,3,5,12,3,1,234,56,3,143,15,3,0,10,262
19603aba4f8711eb841542010a19c80f,8,2,8,9,3,19,11,205,20,3,18,20,50,6,26,11,16,5,0,318,24,4,2,121,12,8,8,137,21,33,3,3,21,3,40,17,12,11,3,13,15,172,17,0,9,289
19603b0a4f8711eb841542010a19c80f,5,0,2,4,0,8,4,0,6,1,30,2,5,3,14,2,3,3,0,8,81,3,5,9,0,40,8,68,33,6,0,4,4,3,77,45,3,29,3,2,6,114,5,0,21,38
19603bc84f8711eb841542010a19c80f,13,42,813,14,5,275,44,9,317,1,13,64,22,3,35,12,5,7,1,25,23,8,9,103,15,69,17,23,129,11,8,33,15,136,32,150,27,62,3,6,8,33,35,2,16,96
19603c364f8711eb841542010a19c80f,1,0,1,1,8,4,1,5,1,1,6,3,9,3,19,6,3,58,4,4,287,0,1,26,1,204,4,256,13,6,0,0,2,0,7,12,3,4,0,3,3,6,5,1,103,26
19603c904f8711eb841542010a19c80f,5,0,5,97,0,2,5,9,4,20,566,7,4,69,85,2,1,6,0,5,10,0,1,92,21,1,57,330,8,7,2,4,6,5,14,2,2,204,87,3,61,21,4,1,11,187
19603cf44f8711eb841542010a19c80f,4,0,0,17,1,3,2,6,2,17,483,6,5,51,153,1,3,2,0,2,13,3,2,66,7,4,59,169,7,9,1,18,4,3,12,1,0,219,78,1,45,12,5,0,17,59
19603d584f8711eb841542010a19c80f,4,2,1,23,1,7,8,5,5,18,489,4,10,140,28,189,3,10,0,4,24,4,2,60,14,2,24,169,14,3,3,37,6,5,14,3,11,569,39,5,23,14,6,0,22,178
19603db24f8711eb841542010a19c80f,0,0,1,1,4,2,1,5,2,1,3,7,7,2,8,6,1,26,5,3,181,0,1,29,0,131,3,43,17,6,0,2,5,0,4,6,3,3,1,2,3,11,6,0,110,41
19603e024f8711eb841542010a19c80f,2,0,2,16,0,7,2,6,5,13,338,4,12,37,115,2,0,1,1,9,10,0,5,83,4,1,75,290,10,4,2,32,3,1,16,4,1,150,93,2,70,22,4,0,13,69
19603e5c4f8711eb841542010a19c80f,4,2,1,0,10,5,4,3,5,0,5,4,12,1,17,1,1,63,6,4,442,0,1,55,0,315,3,124,17,4,2,0,6,2,12,3,3,5,0,1,4,15,3,0,20,49
19603ec04f8711eb841542010a19c80f,2,0,0,1,5,3,0,3,6,0,7,0,9,2,10,2,5,35,1,4,156,2,2,34,0,181,3,38,12,8,1,5,9,0,9,6,2,5,0,2,3,15,5,0,28,31
19603f104f8711eb841542010a19c80f,3,0,5,2,20,6,5,12,4,0,2,12,8,1,6,1,4,59,1,31,185,1,5,4,0,1,3,31,69,3,3,4,1,0,190,35,0,6,0,0,4,76,2,0,42,36
19603f6a4f8711eb841542010a19c80f,4,0,16,65,1,12,1,5,16,2,423,2,6,119,51,0,3,2,0,4,21,0,0,44,9,4,67,169,3,9,5,12,3,4,21,6,5,119,97,0,21,11,3,0,13,147
19603fc44f8711eb841542010a19c80f,1,0,3,2,12,5,6,6,4,2,5,6,11,2,20,7,2,66,1,6,301,1,2,69,0,167,5,194,9,8,2,7,6,4,11,13,5,3,1,6,6,13,6,0,218,45
1960401e4f8711eb841542010a19c80f,2,0,9,1,3,3,1,4,7,0,2,7,5,0,14,6,1,4,11,7,90,2,1,8,0,230,0,12,380,4,1,18,2,2,13,164,0,8,0,0,5,16,10,1,31,28
196040784f8711eb841542010a19c80f,2,0,5,0,1,5,2,3,6,0,4,15,8,1,9,1,2,29,9,98,290,1,9,4,0,1,3,8,230,4,0,1,7,5,322,80,1,11,1,1,3,35,4,0,36,37
196040c84f8711eb841542010a19c80f,17,1,2,49,1,21,2,4,10,17,635,5,20,192,339,22,6,1,2,18,21,4,0,265,1,4,98,300,3,10,4,26,3,8,44,4,3,711,142,4,412,18,8,1,12,384
196041224f8711eb841542010a19c80f,4,0,0,38,1,6,3,1,4,11,504,2,4,65,23,1,2,4,0,3,13,1,3,17,12,3,49,121,12,6,1,53,2,2,7,0,1,400,17,2,36,16,2,0,7,71
196041864f8711eb841542010a19c80f,12,0,1,10,11,7,3,31,8,0,2,4,13,0,15,0,0,133,8,4,617,0,3,53,1,236,0,213,10,6,12,2,5,2,10,7,1,2,0,2,5,5,7,2,244,37
196041e04f8711eb841542010a19c80f,3,1,3,1,11,4,4,1,9,0,7,5,31,1,19,0,3,56,7,6,223,2,1,142,0,162,2,98,15,3,0,2,2,1,7,17,3,8,0,3,2,7,5,2,73,63
1960423a4f8711eb841542010a19c80f,1,0,1,2,10,4,5,4,1,1,2,10,13,1,10,0,2,54,2,4,157,0,1,12,0,5,3,299,9,5,3,7,7,0,353,3,0,2,0,5,6,13,11,0,31,40
196042944f8711eb841542010a19c80f,3,1,2,0,15,4,2,3,6,0,13,5,15,1,7,4,7,56,2,2,598,0,2,60,0,217,4,341,5,3,0,1,0,2,5,14,1,4,1,1,2,13,6,0,187,39
196042ee4f8711eb841542010a19c80f,0,0,1,2,5,3,0,11,4,1,6,7,11,0,10,0,0,34,5,0,222,1,1,50,1,150,3,357,9,2,3,1,40,2,6,5,3,6,1,0,2,17,4,0,42,36
196043484f8711eb841542010a19c80f,0,0,1,1,18,6,3,14,4,2,5,5,13,1,16,2,2,11,1,3,268,0,1,71,0,218,1,30,18,4,1,1,4,0,17,7,3,5,1,3,4,13,8,0,34,32
196043a24f8711eb841542010a19c80f,2,0,2,1,8,6,2,5,8,1,4,3,17,1,4,3,4,65,9,2,417,1,1,44,0,153,2,247,13,7,0,0,5,3,4,7,1,6,0,0,3,12,2,0,80,59
196043fc4f8711eb841542010a19c80f,1,0,3,3,15,3,2,2,6,0,4,5,5,0,8,0,1,32,18,4,479,1,1,186,2,218,5,73,16,5,0,10,3,1,9,6,4,8,1,1,4,15,9,0,66,37
196044604f8711eb841542010a19c80f,7,0,145,4,2,4,2,114,34,0,5,14,7,1,26,0,15,7,1,4,25,1,1,34,0,2,2,68,12,90,3,2,3,1,16,12,2,11,0,2,4,25,7,1,19,76
196044b04f8711eb841542010a19c80f,3,0,1,1,9,6,3,7,2,0,4,14,4,0,16,3,0,52,7,5,97,1,2,7,0,3,6,468,13,5,0,4,5,1,172,5,4,8,1,4,6,23,6,1,24,38
196045004f8711eb841542010a19c80f,4,0,3,2,12,2,6,4,6,0,3,2,8,1,12,1,5,63,6,11,238,3,0,62,1,157,3,311,14,3,4,3,2,0,8,11,3,7,0,2,2,10,6,0,104,35
1960455a4f8711eb841542010a19c80f,0,0,2,2,6,3,1,4,4,1,5,1,4,1,12,0,1,15,1,2,91,2,0,15,0,157,4,96,9,3,0,3,1,1,11,5,2,4,0,1,5,14,4,0,11,43
196045b44f8711eb841542010a19c80f,2,2,5,96,0,6,38,12,9,13,317,9,3,117,65,3,3,3,2,4,8,1,0,67,24,4,38,216,3,5,2,29,2,2,17,5,4,275,69,1,28,22,7,1,7,111
196046184f8711eb841542010a19c80f,2,0,0,1,11,6,1,2,6,1,4,2,12,2,15,5,2,41,3,2,399,1,0,35,1,160,3,52,18,9,0,1,3,0,7,13,3,4,0,2,4,17,3,0,118,39
196046724f8711eb841542010a19c80f,2,0,3,0,17,2,1,6,2,0,4,4,4,1,7,1,1,35,9,23,129,0,2,7,1,198,1,7,159,6,2,45,0,0,13,83,1,4,0,1,4,11,3,0,54,32
196046d64f8711eb841542010a19c80f,2,0,4,9,0,2,3,1,4,18,423,6,10,35,80,0,0,5,0,10,4,0,0,75,13,4,30,163,13,2,2,15,3,3,6,6,1,150,85,0,52,14,5,1,7,40
196047264f8711eb841542010a19c80f,1,8,396,14,1,405,15,5,217,0,9,33,6,0,7,0,4,3,0,9,18,0,6,63,8,41,10,16,28,4,0,2,2,56,11,49,4,322,1,1,3,21,6,1,11,37
196047764f8711eb841542010a19c80f,2,0,2,3,4,4,3,30,1,0,6,3,6,1,11,1,1,5,0,6,50,1,3,5,0,2,2,17,37,33,4,2,4,1,55,12,1,11,0,0,2,105,8,13,20,31
196047da4f8711eb841542010a19c80f,1,14,331,4,1,325,13,6,120,1,4,14,3,1,18,4,0,5,0,4,8,0,1,34,14,36,6,10,45,5,165,0,6,36,17,38,3,99,1,1,7,15,3,0,10,38
196048344f8711eb841542010a19c80f,6,4,137,8,7,102,25,8,65,1,5,27,4,1,15,2,2,42,15,79,253,2,15,71,3,212,7,19,295,5,1,12,7,14,8,94,0,39,0,4,12,533,3,0,47,50
196048844f8711eb841542010a19c80f,17,0,20,17,6,43,16,31,27,4,40,28,24,11,77,3,14,18,4,31,98,2,7,46,3,32,15,86,55,33,3,9,28,6,73,35,10,35,6,10,23,78,29,3,54,248
196048de4f8711eb841542010a19c80f,3,1,6,29,2,3,1,3,10,0,2,6,2,1,13,1,2,2,0,6,30,1,5,52,0,3,2,7,11,5,4,204,2,3,10,14,3,68,2,3,3,17,2,0,17,44
196049384f8711eb841542010a19c80f,3,0,6,1,7,3,7,3,4,0,4,1,7,0,8,0,2,6,0,4,40,1,2,1,0,7,3,9,38,35,1,0,4,1,85,9,1,7,1,1,3,29,5,2,16,36
196049924f8711eb841542010a19c80f,3,0,3,26,1,13,4,7,3,41,295,0,7,68,100,0,0,5,0,1,11,1,0,63,6,5,22,300,8,2,0,19,3,6,5,2,0,162,12,1,11,11,5,0,7,152
196049ec4f8711eb841542010a19c80f,2,22,1173,9,5,259,31,101,732,1,9,27,7,2,9,1,1,6,0,5,12,5,28,56,31,82,43,16,63,7,2,12,15,114,9,62,1,1031,0,1,12,14,4,0,22,51
19604a464f8711eb841542010a19c80f,1,1,2,3,7,6,3,5,2,1,2,6,8,2,17,2,2,32,5,2,181,0,3,40,0,124,2,124,10,7,1,3,2,0,3,9,7,3,0,1,3,16,4,0,28,32
