,Unnamed: 0
1624,TREM1
1625,BYSL
1626,GUCA1B
1627,TRERF1
1628,AL035587.2
1629,PEX6
1630,SRF
1631,MRPS18A
1632,VEGFA
1633,SLC35B2
1634,NFKBIE
1635,RUNX2
1636,MMUT
1637,ICK
1638,FBXO9
1639,ELOVL5
1640,GCLC
1641,KIAA1586
1642,PRIM2
1643,KHDRBS2
1644,EYS
1645,COL19A1
1646,AL160262.1
1647,FAM135A
1648,SDHAF4
1649,KCNQ5
1650,OOEP
1651,CGAS
1652,MTO1
1653,SLC17A5
1654,CD109
1655,MYO6
1656,IRAK1BP1
1657,BCKDHB
1658,TENT5A
1659,UBE3D
1660,ME1
1661,SNX14
1662,SMIM8
1663,SLC35A1
1664,AL353135.1
1665,LYRM2
1666,MDN1
1667,BACH2
1668,AL132996.1
1669,MANEA
1670,UFL1-AS1
1671,KLHL32
1672,FBXL4
1673,TSTD3
1674,PREP
1675,AL096794.1
1676,PRDM1
1677,RTN4IP1
1678,CD24
1679,PDSS2
1680,SCML4
1681,AFG1L
1682,FOXO3
1683,ARMC2
1684,CEP57L1
1685,PPIL6
1686,CDC40
1687,CDK19
1688,GTF3C6
1689,RPF2
1690,SLC16A10
1691,MFSD4B
1692,TRAF3IP2
1693,FAM229B
1694,MARCKS
1695,CALHM6
1696,Z99496.2
1697,MCM9
1698,MAN1A1
1699,TBC1D32
1700,PKIB
1701,NCOA7
1702,NCOA7-AS1
1703,HINT3
1704,TRMT11
1705,CENPW
1706,RNF146
1707,ECHDC1
1708,THEMIS
1709,PTPRK
1710,SAMD3
1711,EPB41L2
1712,MOXD1
1713,VNN2
1714,SLC18B1
1715,SGK1
1716,LINC01010
1717,AHI1
1718,LINC00271
1719,PDE7B
1720,MAP3K5
1721,AL024508.1
1722,AL121933.2
1723,PEX7
1724,TNFAIP3
1725,AL591468.2
1726,HEBP2
1727,GVQW2
1728,TXLNB
1729,AL592429.2
1730,VTA1
1731,ADAT2
1732,PEX3
1733,FUCA2
1734,PHACTR2
1735,STX11
1736,EPM2A
1737,AL356599.1
1738,SHPRH
1739,RAB32
1740,STXBP5-AS1
1741,STXBP5
1742,UST
1743,ZC3H12D
1744,KATNA1
1745,NUP43
1746,PCMT1
1747,PLEKHG1
1748,AL450344.3
1749,MTHFD1L
1750,ZBTB2
1751,ARMT1
1752,ESR1
1753,SYNE1
1754,MTRF1L
1755,OPRM1
1756,NOX3
1757,AL589693.1
1758,ZDHHC14
1759,SNX9
1760,AL035634.1
1761,TMEM181
1762,SYTL3
1763,RSPH3
1764,AL035530.2
1765,AL356417.3
1766,SOD2
1767,IGF2R
1768,MAP3K4
1769,AGPAT4
1770,PRKN
1771,QKI
1772,SFT2D1
1773,RPS6KA2
1774,Z94721.1
1775,FGFR1OP
1776,CCR6
1777,WDR27
1778,AL354892.1
1779,FAM20C
1780,AC147651.4
1781,ADAP1
1782,ZFAND2A
1783,MAFK
1784,PSMG3
1785,PSMG3-AS1
1786,MAD1L1
1787,MRM2
1788,SNX8
1789,CHST12
1790,BRAT1
1791,TTYH3
1792,AMZ1
1793,GNA12
1794,SDK1
1795,ACTB
1796,AIMP2
1797,RAC1
1798,DAGLB
1799,ZNF316
1800,AC073343.2
1801,ZNF12
1802,UMAD1
1803,GLCCI1
1804,AC011287.1
1805,CRPPA
1806,ANKMY2
1807,BZW2
1808,AHR
1809,HDAC9
1810,AC005062.1
1811,MACC1
1812,RAPGEF5
1813,STEAP1B
1814,IL6
1815,FAM126A
1816,MALSU1
1817,FAM221A
1818,MPP6
1819,GSDME
1820,OSBPL3
1821,NFE2L3
1822,SNX10
1823,SKAP2
1824,HOTAIRM1
1825,HIBADH
1826,JAZF1
1827,JAZF1-AS1
1828,CREB5
1829,CPVL
1830,CHN2
1831,FKBP14
1832,MTURN
1833,LINC01176
1834,GARS-DT
1835,AVL9
1836,AC018647.1
1837,EEPD1
1838,AOAH
1839,ELMO1-AS1
1840,EPDR1
1841,TRGC2
1842,TRGC1
1843,VPS41
1844,LINC00265
1845,SUGCT
1846,C7orf25
1847,BLVRA
1848,AC004847.1
1849,TBRG4
1850,IGFBP3
1851,AC073115.2
1852,TNS3
1853,HUS1
1854,PHKG1
1855,ZNF273
1856,ASL
1857,TPST1
1858,AC006001.2
1859,AUTS2
1860,CALN1
1861,TYW1B
1862,TBL2
1863,DNAJC30
1864,STX1A
1865,LAT2
1866,CASTOR2
1867,RCC1L
1868,GTF2IRD2B
1869,HIP1
1870,POR
1871,TMEM120A
1872,HSPB1
1873,CCDC146
1874,FGL2
1875,GSAP
1876,PTPN12
1877,APTR
1878,TMEM60
1879,MAGI2
1880,GNAI1
1881,CD36
1882,SEMA3A
1883,ABCB4
1884,ABCB1
1885,ADAM22
1886,CDK14
1887,MTERF1
1888,KRIT1
1889,ANKIB1
1890,GATAD1
1891,PEX1
1892,RBM48
1893,SAMD9L
1894,BET1
1895,PEG10
1896,PPP1R9A
1897,AC002429.2
1898,SEM1
1899,BRI3
1900,TRRAP
1901,CPSF4
1902,ZKSCAN5
1903,ZSCAN25
1904,ZNF3
1905,MCM7
1906,CASTOR3
1907,SPDYE3
1908,PILRA
1909,PPP1R35
1910,AGFG2
1911,PCOLCE
1912,MOSPD3
1913,TRIP6
1914,SERPINE1
1915,AP1S1
1916,PLOD3
1917,CLDN15
1918,ORAI2
1919,EFCAB10
1920,ATXN7L1
1921,CDHR3
1922,NAMPT
1923,AC007032.1
1924,PIK3CG
1925,PRKAR2B
1926,DUS4L
1927,NRCAM
1928,IMMP2L
1929,LRRN3
1930,DOCK4
1931,TMEM168
1932,BMT2
1933,SMIM30
1934,TFEC
1935,CAPZA2
1936,ST7
1937,ING3
1938,CPED1
1939,FAM3C
1940,AASS
1941,AC006333.2
1942,POT1-AS1
1943,IMPDH1
1944,METTL2B
1945,IRF5
1946,AHCYL2
1947,ZC3HC1
1948,KLHDC10
1949,COPG2
1950,AC016831.7
1951,LINC00513
1952,AC016831.5
1953,AC058791.1
1954,MKLN1
1955,PLXNA4
1956,EXOC4
1957,LRGUK
1958,BPGM
1959,AGBL3
1960,TMEM140
1961,NUP205
1962,AC078845.1
1963,CREB3L2
1964,ZC3HAV1
1965,UBN2
1966,TBXAS1
1967,DENND2A
1968,BRAF
1969,WEE2-AS1
1970,TRBV14
1971,TRBC1
1972,EPHB6
1973,AC073342.1
1974,ZYX
1975,TPK1
1976,CNTNAP2
1977,EZH2
1978,AC073140.1
1979,PDIA4
1980,ZNF398
1981,ZNF862
1982,GIMAP6
1983,TMEM176B
1984,TMEM176A
1985,ABCB8
1986,AGAP3
1987,ABCF2
1988,SMARCD3
1989,WDR86
1990,PRKAG2
1991,GALNT11
1992,PAXIP1
1993,AC009403.1
1994,PTPRN2
1995,NCAPG2
1996,VIPR2
1997,AC004908.2
1998,ERICH1
1999,MYOM2
2000,ANGPT2
2001,PRAG1
2002,AC034111.1
2003,MSRA
2004,PINX1
2005,MTMR9
2006,BLK
2007,CTSB
2008,AC068587.4
2009,MTUS1
2010,ASAH1
2011,PSD3
2012,CSGALNACT1
2013,ATP6V1B2
2014,GFRA2
2015,XPO7
2016,DMTN
2017,REEP4
2018,BIN3
2019,EGR3
2020,TNFRSF10D
2021,SLC25A37
2022,ADAM28
2023,AC120193.1
2024,DOCK5
2025,CDCA2
2026,DPYSL2
2027,TRIM35
2028,PTK2B
2029,NUGGC
2030,ELP3
2031,AC021678.2
2032,INTS9
2033,DUSP4
2034,GSR
2035,TTI2
2036,MAK16
2037,RNF122
2038,ZNF703
2039,PLPBP
2040,RAB11FIP1
2041,EIF4EBP1
2042,ASH2L
2043,BAG4
2044,AC084024.4
2045,LETM2
2046,FGFR1
2047,PLEKHA2
2048,AC108863.2
2049,ADAM9
2050,AP3M2
2051,PLAT
2052,AC090739.1
2053,SMIM19
2054,SPIDR
2055,CEBPD
2056,MCM4
2057,AC064807.1
2058,TMEM68
2059,LYN
2060,TOX
2061,LINC01301
2062,AC068389.3
2063,CHD7
2064,CLVS1
2065,ASPH
2066,MTFR1
2067,AC009879.4
2068,ADHFE1
2069,MYBL1
2070,CSPP1
2071,LACTB2-AS1
2072,LACTB2
2073,XKR9
2074,MSC-AS1
2075,TERF1
2076,STAU2
2077,AC027018.1
2078,LY96
2079,AC087672.2
2080,GDAP1
2081,PKIA-AS1
2082,TPD52
2083,FABP5
2084,SNX16
2085,CA13
2086,CA2
2087,RMDN1
2088,CPNE3
2089,AF117829.1
2090,RIPK2
2091,NBN
2092,OTUD6B
2093,TRIQK
2094,TMEM67
2095,VIRMA
2096,DPY19L4
2097,TP53INP1
2098,C8orf37-AS1
2099,SDC2
2100,CPQ
2101,POP1
2102,NIPAL2
2103,STK3
2104,VPS13B-DT
2105,SPAG1
2106,RNF19A
2107,AP003472.1
2108,NCALD
2109,KLF10
2110,AZIN1-AS1
2111,ATP6V1C1
2112,SLC25A32
2113,AC090579.1
2114,EXT1
2115,SAMD12
2116,ENPP2
2117,AP005717.2
2118,MRPL13
2119,MTBP
2120,SNTB1
2121,AC104958.2
2122,AC104316.1
2123,TBC1D31
2124,C8orf76
2125,ZHX1
2126,ATAD2
2127,FBXO32
2128,FAM91A1
2129,MTSS1
2130,SQLE
2131,TRIB1
2132,AC016074.2
2133,PCAT1
2134,CASC19
2135,PRNCR1
2136,MYC
2137,AC131568.1
2138,ASAP1
2139,EFR3A
2140,TG
2141,SLA
2142,NDRG1
2143,ZFAT
2144,LINC02055
2145,TRAPPC9
2146,DENND3
2147,AC040970.1
2148,TSNARE1
2149,THEM6
2150,GLI4
2151,ZC3H3
2152,NAPRT
2153,ZNF623
2154,PLEC
2155,GRINA
2156,SLC52A2
2157,KIFC2
2158,LRRC14
2159,ZNF251
2160,ZNF7
2161,ZNF16
2162,WASHC1
2163,DOCK8-AS1
2164,KANK1
2165,RFX3
2166,GLIS3
2167,CDC37L1-DT
2168,AK3
2169,RCL1
2170,JAK2
2171,AL162253.2
2172,RANBP6
2173,AL133480.1
2174,AL354707.1
2175,ZDHHC21
2176,TTC39B
2177,SNAPC3
2178,BNC2
2179,PLIN2
2180,MLLT3
2181,FOCAD
2182,HACD4
2183,MTAP
2184,CAAP1
2185,IFT74
2186,MOB3B
2187,LINGO2
2188,DDX58
2189,BAG1
2190,AQP3
2191,UBE2R2-AS1
2192,UBAP2
2193,NUDT2
2194,FAM219A
2195,RPP25L
2196,RUSC2
2197,CD72
2198,GBA2
2199,MSMP
2200,TMEM8B
2201,GLIPR2
2202,GNE
2203,PAX5
2204,AL161781.2
2205,ZCCHC7
2206,ZBTB5
2207,DCAF10
2208,FAM201A
2209,AL161457.2
2210,PIP5K1B
2211,FAM122A
2212,PTAR1
2213,AL162390.1
2214,CEMIP2
2215,LINC01504
2216,ANXA1
2217,CARNMT1
2218,PCSK5
2219,RFK
2220,GNAQ
2221,CEP78
2222,TLE1
2223,FRMD3
2224,KIF27
2225,AGTPBP1
2226,GOLM1
2227,C9orf153
2228,DAPK1
2229,CTSL
2230,GADD45G
2231,SYK
2232,AUH
2233,NFIL3
2234,IARS
2235,CENPP
2236,OGN
2237,OMD
2238,BICD2
2239,CARD19
2240,NINJ1
2241,AL158152.1
2242,MFSD14B
2243,FBP1
2244,AOPEP
2245,FANCC
2246,LINC00476
2247,ERCC6L2
2248,SLC35D2
2249,ZNF782
2250,AL590705.1
2251,TDRD7
2252,NANS
2253,TRIM14
2254,CORO2A
2255,TBC1D2
2256,TGFBR1
2257,ALG2
2258,NR4A3
2259,INVS
2260,RNF20
2261,ABCA1
2262,AL591506.1
2263,FKTN
2264,LINC01505
2265,KLF4
2266,CTNNAL1
2267,PALM2-AKAP2
2268,ECPAS
2269,DNAJC25
2270,SUSD1
2271,KIAA1958
2272,INIP
2273,SNX30
2274,ZNF883
2275,SLC31A2
2276,SLC31A1
2277,CDC26
2278,PRPF4
2279,RGS3
2280,AKNA
2281,AL138895.1
2282,WHRN
2283,ASTN2
2284,TLR4
2285,CDK5RAP2
2286,MEGF9
2287,PSMD5
2288,TRAF1
2289,GSN
2290,STOM
2291,RBM18
2292,STRBP
2293,DENND1A
2294,AL390774.2
2295,PBX3
2296,ZBTB43
2297,ZBTB34
2298,RALGPS1
2299,ZNF79
2300,PTRH1
2301,TTC16
2302,TOR2A
2303,SH2D3C
2304,ENG
2305,SLC25A25
2306,PTGES2
2307,ZER1
2308,ENDOG
2309,SH3GLB2
2310,IER5L
2311,TOR1A
2312,ABL1
2313,NUP214
2314,AL157938.2
2315,AL157938.3
2316,UCK1
2317,RAPGEF1
2318,TTF1
2319,TSC1
2320,SLC2A6
2321,FCN1
2322,NACC2
2323,TMEM250
2324,PMPCA
2325,SEC16A
2326,NOTCH1
2327,AGPAT2
2328,LCN8
2329,CCDC183
2330,PHPT1
2331,TRAF2
2332,PTGDS
2333,CLIC3
2334,ABCA2
2335,BX255925.3
2336,DPH7
2337,DIP2C
2338,AL513303.1
2339,AKR1E2
2340,ANKRD16
2341,IL2RA
2342,PFKFB3
2343,SFMBT2
2344,KIN
2345,GATA3
2346,USP6NL
2347,DHTKD1
2348,SEC61A2
2349,NUDT5
2350,CDC123
2351,CAMK1D
2352,SEPHS1
2353,PRPF18
2354,AL157392.3
2355,NMT2
2356,MINDY3
2357,STAM
2358,AL450384.2
2359,NSUN6
2360,PLXDC2
2361,DNAJC1
2362,COMMD3
2363,OTUD1
2364,AL512603.2
2365,ARHGAP21
2366,PDSS1
2367,ANKRD26
2368,AL160291.1
2369,MPP7-DT
2370,MTPAP
2371,MAP3K8
2372,ZNF438
2373,ZEB1
2374,AL391839.1
2375,AL391839.3
2376,CCDC7
2377,ITGB1
2378,ZNF33B
2379,AL022345.4
2380,RASGEF1A
2381,AL353801.3
2382,RASSF4
2383,ZNF22
2384,ALOX5
2385,MARCH8
2386,AGAP4
2387,TIMM23
2388,NCOA4
2389,MAPK8
2390,ARHGAP22
2391,WDFY4
2392,AC060234.3
2393,PARG
2394,WASHC2A
2395,SGMS1
2396,CSTF2T
2397,AC010996.1
2398,UBE2D1
2399,ANK3
2400,ARID5B
2401,RTKN2
2402,REEP3
2403,CTNNA3
2404,SIRT1
2405,HERC4
2406,SLC25A16
2407,STOX1
2408,SRGN
2409,HK1
2410,LRRC20
2411,PRF1
2412,SGPL1
2413,PCBD1
2414,SLC29A3
2415,CDH23
2416,VSIR
2417,PSAP
2418,ASCC1
2419,DDIT4
2420,DNAJB12
2421,MCU
2422,P4HA1
2423,NUDT13
2424,FAM149B1
2425,DNAJC9
2426,CFAP70
2427,MSS51
2428,USP54
2429,CHCHD1
2430,NDST2
2431,ADK
2432,LRMDA
2433,DLG5
2434,ZMIZ1
2435,PPIF
2436,EIF5AL1
2437,AL603756.1
2438,NUTM2A-AS1
2439,RNLS
2440,FAS
2441,LIPA
2442,IFIT2
2443,IFIT3
2444,IFIT1
2445,KIF20B
2446,LINC01374
2447,CPEB3
2448,HHEX
2449,EXOC6
2450,TBC1D12
2451,HELLS
2452,PDLIM1
2453,SORBS1
2454,ENTPD1
2455,ENTPD1-AS1
2456,CCNJ
2457,ZNF518A
2458,PIK3AP1
2459,LCOR
2460,RRP12
2461,MMS19
2462,PYROXD2
2463,HPS1
2464,DNMBP
2465,CHUK
2466,CWF19L1
2467,OLMALINC
2468,SEC31B
2469,SLF2
2470,BTRC
2471,KCNIP2-AS1
2472,ARMH3
2473,HPS6
2474,ACTR1A
2475,SUFU
2476,ARL3
2477,AL358790.1
2478,CNNM2
2479,PCGF6
2480,PDCD11
2481,SORCS3
2482,XPNPEP1
2483,DUSP5
2484,PDCD4-AS1
2485,GPAM
2486,TCF7L2
2487,AL158212.2
2488,CASP7
2489,AL137025.1
2490,SLC18A2
2491,PRDX3
2492,GRK5
2493,BAG3
2494,INPP5F
2495,WDR11
2496,ATE1
2497,CHST15
2498,FAM53B
2499,ABRAXAS2
2500,ZRANB1
2501,CTBP2
2502,UROS
2503,FANK1
2504,ADAM12
2505,PTPRE
2506,GLRX3
2507,BNIP3
2508,INPP5A
2509,ZNF511
2510,FUOM
2511,SCART1
2512,AL731769.2
2513,SIRT3
2514,IFITM2
2515,AC136475.1
2516,IFITM3
2517,ANO9
2518,PTDSS2
2519,HRAS
2520,LMNTD2
2521,DEAF1
2522,EPS8L2
2523,TALDO1
2524,PIDD1
2525,TSPAN4
2526,CHID1
2527,MUC6
2528,TOLLIP
2529,MOB2
2530,IFITM10
2531,MRPL23
2532,C11orf21
2533,KCNQ1
2534,CDKN1C
2535,SLC22A18
2536,PHLDA2
2537,OSBPL5
2538,AC127526.2
2539,RRM1
2540,HBB
2541,TRIM5
2542,CNGA4
2543,APBB1
2544,TRIM3
2545,TIMM10B
2546,DNHD1
2547,TPP1
2548,MRPL17
2549,PPFIBP2
2550,DENND5A
2551,IPO7
2552,ZNF143
2553,WEE1
2554,SWAP70
2555,LINC02709
2556,SBF2-AS1
2557,SBF2
2558,AC011092.2
2559,ADM
2560,AMPD3
2561,MTRNR2L8
2562,RNF141
2563,CTR9
2564,AC116535.1
2565,ZBED5-AS1
2566,DKK3
2567,MICAL2
2568,RRAS2
2569,PDE3B
2570,IGSF22
2571,NAV2
2572,HTATIP2
2573,PRMT3
2574,AC006299.1
2575,LIN7C
2576,BDNF-AS
2577,KIF18A
2578,METTL15
2579,MPPED2
2580,DNAJC24
2581,IMMP1L
2582,ELP4
2583,AC131571.1
2584,QSER1
2585,LMO2
2586,ABTB2
2587,PDHX
2588,COMMD9
2589,C11orf74
2590,API5
2591,TTC17
2592,EXT2
2593,MAPK8IP1
2594,PHF21A
2595,AC127035.1
2596,HARBI1
2597,CKAP5
2598,C11orf49
2599,MADD
2600,SPI1
2601,AC090559.1
2602,PSMC3
2603,NDUFS3
2604,PTPRJ
2605,TMX2
2606,CTNND1
2607,AP001636.3
2608,FAM111A-DT
2609,FAM111A
2610,DTX4
2611,MPEG1
2612,AP000442.1
2613,STX3
2614,MS4A6A
2615,MS4A7
2616,MS4A1
2617,CCDC86
2618,PRPF19
2619,SLC15A3
2620,DDB1
2621,TKFC
2622,PPP1R32
2623,FEN1
2624,FADS2
2625,BEST1
2626,INCENP
2627,AHNAK
2628,AP001363.2
2629,CSKMT
2630,GNG3
2631,TTC9C
2632,POLR2G
2633,TMEM223
2634,AP001160.1
2635,PLAAT3
2636,ATL3
2637,TRPT1
2638,DNAJC4
2639,BAD
2640,GPR137
2641,ESRRA
2642,RPS6KA4
2643,PYGM
2644,MAP4K2
2645,MEN1
2646,EHD1
2647,ATG2A
2648,SNX15
2649,SAC3D1
2650,SYVN1
2651,FRMD8
2652,NEAT1
2653,ZNRD2
2654,EHBP1L1
2655,RELA-DT
2656,RNASEH2C
2657,AP5B1
2658,MUS81
2659,CTSW
2660,FOSL1
2661,EIF1AD
2662,PACS1
2663,RAB1B
2664,AP002748.4
2665,DPP3
2666,C11orf80
2667,TMEM134
2668,CDK2AP2
2669,GSTP1
2670,NUDT8
2671,AP002807.1
2672,CHKA
2673,C11orf24
2674,TESMIN
2675,AP002336.2
2676,DHCR7
2677,NADSYN1
2678,FAM86C1
2679,FOLR3
2680,INPPL1
2681,ARAP1
2682,AP002381.2
2683,ATG16L2
2684,FCHSD2
2685,RELT
2686,FAM168A
2687,AP000763.3
2688,RAB6A
2689,AP003717.1
2690,C2CD3
2691,PPME1
2692,KCNE3
2693,POLD3
2694,RNF169
2695,XRRA1
2696,UVRAG
2697,THAP12
2698,EMSY
2699,ACER3
2700,CAPN5
2701,AP002812.2
2702,NDUFC2
2703,KCTD21-AS1
2704,GAB2
2705,AP003086.1
2706,PRCP
2707,RAB30
2708,DLG2
2709,TMEM126A
2710,SYTL2
2711,PICALM
2712,PRSS23
2713,TMEM135
2714,CTSC
2715,DISC1FP1
2716,SMCO4
2717,C11orf54
2718,MRE11
2719,FUT4
2720,AP002383.2
2721,AP000787.1
2722,SESN3
2723,MTMR2
2724,MAML2
2725,ARHGAP42
2726,CEP126
2727,DYNC2H1
2728,AP002989.1
2729,PDGFD
2730,CASP1
2731,CARD16
2732,ACAT1
2733,EXPH5
2734,RDX
2735,FDX1
2736,LINC02550
2737,SIK2
2738,NKAPD1
2739,TIMM8B
2740,SDHD
2741,BCO2
2742,PLET1
2743,NCAM1
2744,ZW10
2745,ZBTB16
2746,CADM1
2747,BUD13
2748,SIK3
2749,PAFAH1B2
2750,SIDT2
2751,CEP164
2752,JAML
2753,AP002954.1
2754,AP004609.3
2755,CXCR5
2756,CCDC84
2757,VPS11
2758,MCAM
2759,RNF26
2760,ARHGEF12
2761,TBCEL
2762,AP001977.1
2763,UBASH3B
2764,AP002762.2
2765,CRTAM
2766,GRAMD1B
2767,CCDC15
2768,SLC37A2
2769,FEZ1
2770,EI24
2771,RPUSD4
2772,AP001318.2
2773,ST3GAL4
2774,LINC02725
2775,ARHGAP32
2776,TMEM45B
2777,NFRKB
2778,APLP2
2779,ST14
2780,SNX19
2781,JAM3
2782,ACAD8
2783,B3GAT1
2784,NINJ2
2785,AC021054.1
2786,ERC1
2787,FBXL14
2788,DCP1B
2789,FKBP4
2790,TEX52
2791,TULP3
2792,PARP11
2793,AC005842.1
2794,CCND2-AS1
2795,TIGAR
2796,DYRK4
2797,TNFRSF1A
2798,CD27-AS1
2799,MRPL51
2800,IFFO1
2801,LPCAT3
2802,CLSTN3
2803,PEX5
2804,SLC2A3
2805,C3AR1
2806,CLEC4A
2807,CLEC4E
2808,KLRG1
2809,AC006581.1
2810,LINC00612
2811,A2M-AS1
2812,A2M
2813,PZP
2814,KLRB1
2815,CLECL1
2816,CD69
2817,KLRF1
2818,CLEC12A
2819,CLEC7A
2820,OLR1
2821,KLRD1
2822,AC022075.1
2823,KLRK1
2824,KLRC4
2825,KLRC3
2826,KLRC2
2827,KLRC1
2828,LINC02446
2829,YBX3
2830,PRH1
2831,PRR4
2832,AC244131.2
2833,ETV6
2834,DUSP16
2835,AC008115.1
2836,APOLD1
2837,AC023790.2
2838,FAM234B
2839,EMP1
2840,ATF7IP
2841,PLBD1
2842,AC010168.1
2843,C12orf60
2844,ERP27
2845,PTPRO
2846,DERA
2847,MGST1
2848,PLEKHA5
2849,RECQL
2850,CMAS
2851,ST8SIA1
2852,AC053513.1
2853,C2CD5
2854,SOX5
2855,LRMP
2856,AC023510.1
2857,ITPR2
2858,INTS13
2859,MED21
2860,STK38L
2861,MRPS35
2862,KLHL42
2863,CCDC91
2864,AC024940.1
2865,DENND5B
2866,DENND5B-AS1
2867,AMN1
2868,LINC02422
2869,BICD1
2870,FGD4
2871,CPNE8
2872,ABCD2
2873,SLC2A13
2874,LRRK2
2875,GXYLT1
2876,YAF2
2877,TMEM117
2878,NELL2
2879,ANO6
2880,ARID2
2881,AC008014.1
2882,AC008035.1
2883,LINC02416
2884,LINC02156
2885,AC004241.3
2886,PFKM
2887,CACNB3
2888,RND1
2889,FKBP11
2890,PRKAG1
2891,AC011603.2
2892,FMNL3
2893,SMARCD1
2894,AC074032.1
2895,DIP2B
2896,ATF1
2897,METTL7A
2898,TFCP2
2899,POU6F1
2900,AC068987.2
2901,NR4A1
2902,AC068888.1
2903,ZNF740
2904,AAAS
2905,MAP3K12
2906,AC023509.6
2907,ZNF385A
2908,ITGA5
2909,RDH5
2910,CD63
2911,ORMDL2
2912,CDK2
2913,COQ10A
2914,AC073896.2
2915,PAN2
2916,IL23A
2917,RBMS2
2918,ZBTB39
2919,NEMP1
2920,LRP1
2921,AC025165.2
2922,TSPAN31
2923,CDK4
2924,MARCH9
2925,CTDSP2
2926,ATP23
2927,GIHCG
2928,TAFA2
2929,RXYLT1
2930,XPOT
2931,TBK1
2932,RASSF3
2933,GNS
2934,AC026124.2
2935,IRAK3
2936,GRIP1
2937,IFNG-AS1
2938,IFNG
2939,LINC02384
2940,LYZ
2941,AC020656.1
2942,YEATS4
2943,FRS2
2944,THAP2
2945,CAPS2
2946,GLIPR1
2947,AC121761.1
2948,PHLDA1
2949,ZDHHC17
2950,PAWR
2951,METTL25
2952,TMTC2
2953,SLC6A15
2954,CEP290
2955,DUSP6
2956,POC1B
2957,ATP2B1
2958,ATP2B1-AS1
2959,AC009522.1
2960,LINC02404
2961,LINC01619
2962,LINC02391
2963,SOCS2
2964,CRADD
2965,PLXNC1
2966,TMCC3
2967,TMPO
2968,IKBIP
2969,APAF1
2970,ANKS1B
2971,GAS2L3
2972,CHPT1
2973,GNPTAB
2974,DRAM1
2975,NUP37
2976,PARPBP
2977,HCFC2
2978,EID3
2979,CHST11
2980,SLC41A2
2981,C12orf45
2982,APPL2
2983,AC007541.1
2984,CRY1
2985,BTBD11
2986,PRDM4
2987,AC007622.2
2988,CORO1C
2989,SSH1
2990,USP30-AS1
2991,ACACB
2992,UBE3B
2993,MMAB
2994,GIT2
2995,ATP2A2
2996,HVCN1
2997,ATXN2
2998,BRAP
2999,ACAD10
3000,ALDH2
3001,MAPKAPK5-AS1
3002,OAS1
3003,OAS3
3004,OAS2
3005,MED13L
3006,MAP1LC3B2
3007,HRK
3008,FBXW8
3009,RFC5
3010,TAOK3
3011,BICDL1
3012,RAB35
3013,PXN-AS1
3014,GATC
3015,OASL
3016,P2RX4
3017,CAMKK2
3018,TMEM120B
3019,BCL7A
3020,CCDC62
3021,TMED2-DT
3022,ATP6V0A2
3023,CCDC92
3024,SLC15A4
3025,ULK1
3026,NOC4L
3027,POLE
3028,PXMP2
3029,PGAM5
3030,ANKLE2
3031,GOLGA3
3032,ZNF26
3033,ZNF268
3034,AL355001.1
3035,AL355001.2
3036,CRYL1
3037,IFT88
3038,LATS2
3039,ZDHHC20
3040,MICU2
3041,AL136962.1
3042,SACS
3043,MIPEP
3044,CENPJ
3045,RNF6
3046,CDK8
3047,USP12-AS1
3048,LNX2
3049,PAN3-AS1
3050,PAN3
3051,HSPH1
3052,FRY
3053,AL139383.1
3054,RFC3
3055,NBEA
3056,RFXAP
3057,NHLRC3
3058,LHFPL6
3059,COG6
3060,LINC00598
3061,MRPS31
3062,WBP4
3063,AL354696.2
3064,MTRF1
3065,VWA8
3066,LINC02341
3067,EPSTI1
3068,TSC22D1
3069,AL359706.1
3070,GPALPP1
3071,COG3
3072,CPB2-AS1
3073,RUBCNL
3074,SUCLA2
3075,RB1-DT
3076,RCBTB2
3077,CYSLTR2
3078,CDADC1
3079,DLEU1
3080,WDFY2
3081,ALG11
3082,TDRD3
3083,PCDH9
3084,PCDH9-AS2
3085,BORA
3086,DIS3
3087,PIBF1
3088,KLF12
3089,AL353660.1
3090,LMO7
3091,KCTD12
3092,CLN5
3093,MYCBP2-AS1
3094,NDFIP2
3095,GPC5
3096,ABCC4
3097,DNAJC3-DT
3098,PCCA
3099,GGACT
3100,TNFSF13B
3101,AL162497.1
3102,RAB20
3103,NAXD
3104,ING1
3105,TUBGCP3
3106,AL139384.1
3107,ATP11A
3108,PCID2
3109,TMCO3
3110,RASA3
3111,OR11G2
3112,TEP1
3113,PNP
3114,RNASE6
3115,RNASE2
3116,ARHGEF40
3117,LINC00641
3118,TRDC
3119,SLC7A7
3120,PRMT5-AS1
3121,HAUS4
3122,PPP1R3E
3123,DHRS4L2
3124,RNF31
3125,MDP1
3126,RABGGTA
3127,DHRS1
3128,NOP9
3129,CIDEB
3130,GZMH
3131,GZMB
3132,SCFD1
3133,HEATR5A
3134,AL163973.2
3135,AKAP6
3136,SPTSSA
3137,SNX6
3138,NFKBIA
3139,BRMS1L
3140,MBIP
3141,AL392023.2
3142,GEMIN2
3143,TRAPPC6B
3144,LINC02315
3145,C14orf28
3146,AL139099.1
3147,POLE2
3148,KLHDC1
3149,AL627171.2
3150,LINC01588
3151,PYGL
3152,GNG2
3153,PTGDR
3154,PTGER2
3155,TXNDC16
3156,GPR137C
3157,AL133453.1
3158,AL365295.1
3159,LGALS3
3160,AL158801.2
